"","Reporting_Year...Année","NPRI_ID...No_INRP","Facility_Name...Installation","Company_Name...Dénomination_sociale_de_l.entreprise","NAICS...Code_SCIAN","Province...Province","CAS_Number...No_CAS","Substance.Name..English....Nom.de.substance..Anglais.","Substance.Name..French....Nom.de.substance..Français.","Group..English....Groupe..Anglais.","Group..French....Groupe..Français.","Category..English....Catégorie..Anglais.","Category..French....Catégorie..Français.","Quantity...Quantité","Units...Unités","Estimation_Method...Méthode_d.estimation"
"526",2014,8519,"USINE CAMFLO INC","MINES RICHMONT INC",212220,"QC","NA - 08","Lead (and its compounds)","Plomb (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.06,"kg","M3"
"527",2014,8519,"USINE CAMFLO INC","MINES RICHMONT INC",212220,"QC","NA - 09","Manganese (and its compounds)","Manganèse (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.0838,"tonnes","M3"
"528",2014,8519,"USINE CAMFLO INC","MINES RICHMONT INC",212220,"QC","NA - 14","Zinc (and its compounds)","Zinc (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.001,"tonnes","M3"
"529",2014,8519,"USINE CAMFLO INC","MINES RICHMONT INC",212220,"QC","NA - 11","Nickel (and its compounds)","Nickel (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.003,"tonnes","M3"
"530",2014,8519,"USINE CAMFLO INC","MINES RICHMONT INC",212220,"QC","NA - 06","Copper (and its compounds)","Cuivre (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.01,"tonnes","M3"
"531",2014,8519,"USINE CAMFLO INC","MINES RICHMONT INC",212220,"QC","NA - 10","Mercury (and its compounds)","Mercure (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.0047,"kg","M3"
"532",2014,8519,"USINE CAMFLO INC","MINES RICHMONT INC",212220,"QC","NA - 02","Arsenic (and its compounds)","Arsenic (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.37,"kg","M3"
"533",2014,8519,"USINE CAMFLO INC","MINES RICHMONT INC",212220,"QC","7647-01-0","Hydrochloric acid","Acide chlorhydrique","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0,"tonnes","O"
"534",2014,8519,"USINE CAMFLO INC","MINES RICHMONT INC",212220,"QC","NA - 04","Chromium (and its compounds)","Chrome (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",1e-04,"tonnes","M3"
"535",2014,8540,"STATION D'ÉPURATION DES EAUX USÉES","VILLE DE BOISBRIAND",221320,"QC","NA - 22","Phosphorus (total)","Phosphore (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",3.15,"tonnes","M3"
"536",2014,8540,"STATION D'ÉPURATION DES EAUX USÉES","VILLE DE BOISBRIAND",221320,"QC","NA - 16","Ammonia (total)","Ammoniac (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",21.6,"tonnes","M3"
"537",2014,8570,"STATION D'ÉPURATION VILLE DE MONTMAGNY","VILLE DE MONTMAGNY",221320,"QC","NA - 16","Ammonia (total)","Ammoniac (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",42.1,"tonnes","M3"
"538",2014,8575,"ÉTANGS ROUYN-NORANDA","VILLE DE ROUYN-NORANDA",221320,"QC","NA - 16","Ammonia (total)","Ammoniac (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",81.1782,"tonnes","M3"
"539",2014,8600,"CASA BERARDI","HECLA QUÉBEC INC.",212220,"QC","NA - 03","Cadmium (and its compounds)","Cadmium (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.0774,"kg","M3"
"540",2014,8600,"CASA BERARDI","HECLA QUÉBEC INC.",212220,"QC","NA - 14","Zinc (and its compounds)","Zinc (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.0082,"tonnes","M3"
"541",2014,8600,"CASA BERARDI","HECLA QUÉBEC INC.",212220,"QC","NA - 16","Ammonia (total)","Ammoniac (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",30.1521,"tonnes","M3"
"542",2014,8600,"CASA BERARDI","HECLA QUÉBEC INC.",212220,"QC","NA - 11","Nickel (and its compounds)","Nickel (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.0363,"tonnes","M3"
"543",2014,8600,"CASA BERARDI","HECLA QUÉBEC INC.",212220,"QC","NA - 06","Copper (and its compounds)","Cuivre (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.038,"tonnes","M3"
"544",2014,8600,"CASA BERARDI","HECLA QUÉBEC INC.",212220,"QC","NA - 17","Nitrate ion in solution at pH >= 6.0","Nitrate (ion en sol. à un pH de >= 6.0)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",25.2138,"tonnes","M3"
"545",2014,8600,"CASA BERARDI","HECLA QUÉBEC INC.",212220,"QC","NA - 02","Arsenic (and its compounds)","Arsenic (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",224.9311,"kg","M3"
"546",2014,8600,"CASA BERARDI","HECLA QUÉBEC INC.",212220,"QC","NA - 05","Cobalt (and its compounds)","Cobalt (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.0565,"tonnes","M3"
"547",2014,8600,"CASA BERARDI","HECLA QUÉBEC INC.",212220,"QC","NA - 04","Chromium (and its compounds)","Chrome (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",5e-04,"tonnes","M3"
"548",2014,8600,"CASA BERARDI","HECLA QUÉBEC INC.",212220,"QC","NA - 12","Selenium (and its compounds)","Sélénium (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",64.5834,"kg","M3"
"549",2014,8600,"CASA BERARDI","HECLA QUÉBEC INC.",212220,"QC","NA - 09","Manganese (and its compounds)","Manganèse (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.127,"tonnes","M3"
"550",2014,8600,"CASA BERARDI","HECLA QUÉBEC INC.",212220,"QC","NA - 08","Lead (and its compounds)","Plomb (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",3.3278,"kg","M3"
"551",2014,8610,"DIVISION BEAUFOR","MINES RICHMONT INC",212220,"QC","NA - 17","Nitrate ion in solution at pH >= 6.0","Nitrate (ion en sol. à un pH de >= 6.0)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",8,"tonnes","M3"
"552",2014,8610,"DIVISION BEAUFOR","MINES RICHMONT INC",212220,"QC","7664-93-9","Sulphuric acid","Acide sulfurique","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0,"tonnes","O"
"553",2014,8610,"DIVISION BEAUFOR","MINES RICHMONT INC",212220,"QC","NA - 16","Ammonia (total)","Ammoniac (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",1.49,"tonnes","M3"
"554",2014,8637,"STATION D'ÉPURATION DES EAUX USÉES","VILLE DE SAINT-JEAN-SUR-RICHELIEU",221320,"QC","NA - 08","Lead (and its compounds)","Plomb (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",20.69,"kg","O"
"555",2014,8637,"STATION D'ÉPURATION DES EAUX USÉES","VILLE DE SAINT-JEAN-SUR-RICHELIEU",221320,"QC","NA - 22","Phosphorus (total)","Phosphore (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",5.27,"tonnes","M3"
"556",2014,8637,"STATION D'ÉPURATION DES EAUX USÉES","VILLE DE SAINT-JEAN-SUR-RICHELIEU",221320,"QC","NA - 16","Ammonia (total)","Ammoniac (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",278.23,"tonnes","M3"
"557",2014,8697,"ÉTANGS SUD","VILLE D'ALMA",221320,"QC","NA - 16","Ammonia (total)","Ammoniac (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",94.636,"tonnes","O"
"558",2014,8698,"ÉTANGS NORD","VILLE D'ALMA",913910,"QC","NA - 16","Ammonia (total)","Ammoniac (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",8.673,"tonnes","O"
"559",2014,8699,"ÉTANGS SCM","VILLE D'ALMA",562910,"QC","NA - 16","Ammonia (total)","Ammoniac (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",3.325,"tonnes","O"
"560",2014,8719,"MINE LAC HERBIN ET CONCENTRATEUR AURBEL","QMX GOLD CORPORATION",212220,"QC","NA - 10","Mercury (and its compounds)","Mercure (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.034,"kg","M3"
"561",2014,8719,"MINE LAC HERBIN ET CONCENTRATEUR AURBEL","QMX GOLD CORPORATION",212220,"QC","NA - 03","Cadmium (and its compounds)","Cadmium (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.009,"kg","M3"
"562",2014,8719,"MINE LAC HERBIN ET CONCENTRATEUR AURBEL","QMX GOLD CORPORATION",212220,"QC","NA - 08","Lead (and its compounds)","Plomb (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.632,"kg","M3"
"563",2014,8719,"MINE LAC HERBIN ET CONCENTRATEUR AURBEL","QMX GOLD CORPORATION",212220,"QC","NA - 02","Arsenic (and its compounds)","Arsenic (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.797,"kg","M3"
"564",2014,8724,"STATION ÉPURATION ST-BERNARD","VILLE DE CHATEAUGUAY",221320,"QC","NA - 22","Phosphorus (total)","Phosphore (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",12.2,"tonnes","C"
"565",2014,8724,"STATION ÉPURATION ST-BERNARD","VILLE DE CHATEAUGUAY",221320,"QC","NA - 16","Ammonia (total)","Ammoniac (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",123,"tonnes","O"
"566",2014,8724,"STATION ÉPURATION ST-BERNARD","VILLE DE CHATEAUGUAY",221320,"QC","NA - 17","Nitrate ion in solution at pH >= 6.0","Nitrate (ion en sol. à un pH de >= 6.0)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",32,"tonnes","O"
"567",2014,8728,"USINE D'ÉPURATION DE LA SEIGNEURIE","VILLE DE SALABERRY-DE-VALLEYFIELD",221320,"QC","NA - 22","Phosphorus (total)","Phosphore (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",47,"tonnes","M3"
"568",2014,8728,"USINE D'ÉPURATION DE LA SEIGNEURIE","VILLE DE SALABERRY-DE-VALLEYFIELD",221320,"QC","NA - 16","Ammonia (total)","Ammoniac (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",89,"tonnes","M3"
"569",2014,8730,"STATION D'ÉPURATION","RÉGIE D'ASSAINISSEMENT DES EAUX RICHELIEU/ST-LAURENT",221320,"QC","NA - 16","Ammonia (total)","Ammoniac (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",137.6385,"tonnes","M3"
"570",2014,8752,"USINE D'ÉPURATION BUCKINGHAM-MASSON-ANGERS","VILLE DE GATINEAU",221320,"QC","NA - 16","Ammonia (total)","Ammoniac (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",64.97,"tonnes","M3"
"571",2014,8752,"USINE D'ÉPURATION BUCKINGHAM-MASSON-ANGERS","VILLE DE GATINEAU",221320,"QC","NA - 22","Phosphorus (total)","Phosphore (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",3.978,"tonnes","M3"
"572",2014,8757,"DIVISION GOLDEX","AGNICO-EAGLE MINES LTED",212220,"QC","NA - 17","Nitrate ion in solution at pH >= 6.0","Nitrate (ion en sol. à un pH de >= 6.0)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.1311,"tonnes","M3"
"573",2014,8757,"DIVISION GOLDEX","AGNICO-EAGLE MINES LTED",212220,"QC","NA - 14","Zinc (and its compounds)","Zinc (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.0036,"tonnes","M3"
"574",2014,8757,"DIVISION GOLDEX","AGNICO-EAGLE MINES LTED",212220,"QC","NA - 11","Nickel (and its compounds)","Nickel (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.0011,"tonnes","M3"
"575",2014,8757,"DIVISION GOLDEX","AGNICO-EAGLE MINES LTED",212220,"QC","NA - 06","Copper (and its compounds)","Cuivre (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",678.23,"tonnes","M3"
"576",2014,8757,"DIVISION GOLDEX","AGNICO-EAGLE MINES LTED",212220,"QC","NA - 04","Chromium (and its compounds)","Chrome (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.0021,"tonnes","M3"
"577",2014,8765,"DIVISION LAPA","AGNICO-EAGLE DIVISION LAPA",212220,"QC","NA - 02","Arsenic (and its compounds)","Arsenic (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",15,"kg","C"
"578",2014,8769,"MINE BACHELOR","RESSOURCES MÉTANOR INC.",212220,"QC","NA - 16","Ammonia (total)","Ammoniac (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",51.1261,"tonnes","M3"
"579",2014,8772,"USINE D'ÉPURATION","VILLE DE SAINT-GEORGES-DE-BEAUCE",221320,"QC","NA - 16","Ammonia (total)","Ammoniac (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",32.5,"tonnes","M3"
"580",2014,8772,"USINE D'ÉPURATION","VILLE DE SAINT-GEORGES-DE-BEAUCE",221320,"QC","NA - 22","Phosphorus (total)","Phosphore (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",1.52,"tonnes","M3"
"581",2014,8774,"STATION D'ÉPURATION RIMOUSKI-EST ÉTANGS AÉRÉS","VILLE DE RIMOUSKI",221320,"QC","NA - 16","Ammonia (total)","Ammoniac (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",172.98,"tonnes","M3"
"582",2014,8778,"MINE FIRE LAKE","ARCELORMITTAL EXPLOITATION MINIÈRE CANADA",212210,"QC","NA - 17","Nitrate ion in solution at pH >= 6.0","Nitrate (ion en sol. à un pH de >= 6.0)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",13.93,"tonnes","M3"
"583",2014,8783,"MINE DU LAC BLOOM","CLIFSS NATURAL RESOURCES - SEC MINE DE FER DU LAC BLOOM",212210,"QC","NA - 14","Zinc (and its compounds)","Zinc (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.107,"tonnes","M3"
"584",2014,8783,"MINE DU LAC BLOOM","CLIFSS NATURAL RESOURCES - SEC MINE DE FER DU LAC BLOOM",212210,"QC","NA - 09","Manganese (and its compounds)","Manganèse (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0,"tonnes","M3"
"585",2014,8783,"MINE DU LAC BLOOM","CLIFSS NATURAL RESOURCES - SEC MINE DE FER DU LAC BLOOM",212210,"QC","NA - 02","Arsenic (and its compounds)","Arsenic (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",46,"kg","M3"
"586",2014,8783,"MINE DU LAC BLOOM","CLIFSS NATURAL RESOURCES - SEC MINE DE FER DU LAC BLOOM",212210,"QC","NA - 08","Lead (and its compounds)","Plomb (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",29.5,"kg","M3"
"587",2014,8783,"MINE DU LAC BLOOM","CLIFSS NATURAL RESOURCES - SEC MINE DE FER DU LAC BLOOM",212210,"QC","NA - 06","Copper (and its compounds)","Cuivre (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.0129,"tonnes","M3"
"588",2014,8783,"MINE DU LAC BLOOM","CLIFSS NATURAL RESOURCES - SEC MINE DE FER DU LAC BLOOM",212210,"QC","NA - 11","Nickel (and its compounds)","Nickel (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.085,"tonnes","M3"
"589",2014,8803,"ELEONORE PROJECT","LES MINES OPINACA LTÉE",212220,"QC","NA - 16","Ammonia (total)","Ammoniac (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",42.034,"tonnes","M3"
"590",2014,8803,"ELEONORE PROJECT","LES MINES OPINACA LTÉE",212220,"QC","NA - 08","Lead (and its compounds)","Plomb (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",4,"kg","M3"
"591",2014,8803,"ELEONORE PROJECT","LES MINES OPINACA LTÉE",212220,"QC","NA - 02","Arsenic (and its compounds)","Arsenic (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",24,"kg","M3"
"592",2014,8803,"ELEONORE PROJECT","LES MINES OPINACA LTÉE",212220,"QC","NA - 03","Cadmium (and its compounds)","Cadmium (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0,"kg","M3"
"593",2014,8810,"ÉTANGS AÉRÉS DE TROIS-RIVIÈRES","VILLE DE TROIS-RIVIÈRES",221320,"QC","NA - 16","Ammonia (total)","Ammoniac (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",433.5,"tonnes","C"
"594",2014,8810,"ÉTANGS AÉRÉS DE TROIS-RIVIÈRES","VILLE DE TROIS-RIVIÈRES",221320,"QC","NA - 22","Phosphorus (total)","Phosphore (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",30,"tonnes","C"
"595",2014,8810,"ÉTANGS AÉRÉS DE TROIS-RIVIÈRES","VILLE DE TROIS-RIVIÈRES",221320,"QC","NA - 17","Nitrate ion in solution at pH >= 6.0","Nitrate (ion en sol. à un pH de >= 6.0)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",53.5,"tonnes","C"
"596",2014,25188,"MINE CANADIAN MALARTIC GP","CANADIAN MALARTIC GP",212220,"QC","NA - 08","Lead (and its compounds)","Plomb (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",16,"kg","M3"
"597",2014,25188,"MINE CANADIAN MALARTIC GP","CANADIAN MALARTIC GP",212220,"QC","NA - 03","Cadmium (and its compounds)","Cadmium (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.2,"kg","M3"
"598",2014,25188,"MINE CANADIAN MALARTIC GP","CANADIAN MALARTIC GP",212220,"QC","NA - 02","Arsenic (and its compounds)","Arsenic (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",1,"kg","M3"
"599",2014,25188,"MINE CANADIAN MALARTIC GP","CANADIAN MALARTIC GP",212220,"QC","NA - 10","Mercury (and its compounds)","Mercure (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",0.2,"kg","M3"
"600",2014,25188,"MINE CANADIAN MALARTIC GP","CANADIAN MALARTIC GP",212220,"QC","NA - 09","Manganese (and its compounds)","Manganèse (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",1.2593,"tonnes","M3"
"601",2014,25188,"MINE CANADIAN MALARTIC GP","CANADIAN MALARTIC GP",212220,"QC","NA - 12","Selenium (and its compounds)","Sélénium (et ses composés)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",2.5,"kg","M3"
"602",2014,27760,"DIVISION MONIQUE","MINES RICHMONT INC",212220,"QC","NA - 16","Ammonia (total)","Ammoniac (total)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",2.069,"tonnes","M3"
"603",2014,27760,"DIVISION MONIQUE","MINES RICHMONT INC",212220,"QC","NA - 17","Nitrate ion in solution at pH >= 6.0","Nitrate (ion en sol. à un pH de >= 6.0)","Releases to Water","Rejets dans les plans d'eau","Direct Discharges","Évacuation directes",2.39,"tonnes","M3"
